,Strength,MSE,Method,A,A0,A1
857,4.875,4.863928999415035,ols,[ 1.20928217 -4.34380228],1.209282165721911,-4.343802280612685
858,4.875,16.80488612765795,ols,[ 5.53902338 -3.7845838 ],5.539023383515964,-3.7845837978444754
859,4.875,24.26713986667357,ols,[  2.35071187 -11.71256764],2.3507118746677502,-11.712567639728228
860,4.875,1.0278643658934603,ols,[0.5212477  0.86370927],0.5212476989878683,0.8637092696980665
861,4.875,9.84288433370152,ols,[ -1.21959021 -11.56189267],-1.2195902057511299,-11.561892668928559
862,4.875,13.35437347507625,ols,[ 4.10280534 -4.63064832],4.102805342791348,-4.630648316425926
863,4.875,5.443818539999044,ols,[ 3.75257243 -0.64795544],3.7525724303981454,-0.6479554411945236
864,4.875,1.9164766412877978,ols,[1.92155414 0.11083144],1.921554144212013,0.11083144374516433
865,4.875,10.369347266481736,ols,[-6.4222758 -0.5914592],-6.42227579747992,-0.591459195633815
866,4.875,1.0296436499024562,ols,[2.7904936 4.7817078],2.7904935961744535,4.781707798249843
867,4.875,1.0908703114863167,ols,[-1.26100347 -1.20278825],-1.2610034655947644,-1.2027882480208585
868,4.875,1.1466442080390091,ols,[3.00717033 5.98449187],3.007170329596663,5.984491870185187
869,4.875,1.1183386963021633,ols,[1.8079623  2.03493509],1.8079623021186821,2.0349350934542874
870,4.875,1.1257963641750472,ols,[0.82262952 0.3654866 ],0.8226295191711912,0.3654866025420144
871,4.875,1.0465503929263285,ols,[-4.93775672 -7.85636162],-4.9377567187143505,-7.856361618791114
872,4.875,4.292641281078278,ols,[4.93319741 2.23901099],4.9331974071061815,2.2390109935290585
873,4.875,1.8323250607853823,ols,[-6.37354737 -7.50913741],-6.373547365981694,-7.509137408000835
874,4.875,1.0851982609682644,ols,[0.95773311 2.2535692 ],0.957733113174205,2.2535691966085722
875,4.875,20.214817546039388,ols,[-4.09656857  7.44258703],-4.09656857212582,7.44258702793297
876,4.875,29.55069511736418,ols,[ 6.95901392 -5.84327436],6.959013923649783,-5.843274356316598
877,4.875,2.8702135649051943,ols,[0.38081634 4.9677386 ],0.3808163410503288,4.967738602391528
878,4.875,1.0425807356968222,ols,[0.95222286 1.57832516],0.9522228567505512,1.5783251600242176
879,4.875,8.225079346652048,ols,[6.04441068 1.23400738],6.044410683181771,1.2340073777527982
880,4.875,17.660640950868387,ols,[-3.91827719  6.75542868],-3.9182771918791577,6.755428675947852
881,4.875,1.0310592823156306,ols,[1.6598184  2.73335242],1.6598183982794323,2.7333524249737513
882,4.875,1.632181571660972,ols,[0.85441937 3.90726172],0.8544193713964378,3.9072617203999536
883,4.875,1.2478214329853068,ols,[ 8.80193723 15.85710071],8.801937228018012,15.857100711224364
884,4.875,1.09532286105431,ols,[0.19362145 1.03664071],0.19362144824676067,1.0366407099390018
885,4.875,1.2265961603582787,ols,[2.3965231  2.51186947],2.396523099418395,2.511869465355265
886,4.875,26.71730520403476,ols,[ 7.77285395 -3.65903569],7.772853945833481,-3.6590356887958264
887,4.875,13.56266606554882,ols,[ 3.74402318 -5.30997292],3.744023180365832,-5.309972919617332
888,4.875,2.325865158379889,ols,[-2.37254344 -0.19691668],-2.3725434362466373,-0.19691668284500646
889,5.0,10.923056271913651,ols,[ 4.20040952 -3.29093285],4.200409515612094,-3.290932845221619
890,5.0,3.973375359741517,ols,[-6.84360691 -5.61816234],-6.843606914391626,-5.618162343517554
891,5.0,5.360039268316684,ols,[5.04060795 1.48744792],5.040607951553909,1.487447918797323
892,5.0,30.85806696209541,ols,[ 7.08069547 -6.07534529],7.080695470131696,-6.07534529367566
893,5.0,16.46910804266723,ols,[10.52793546  4.50676222],10.527935456661934,4.506762217525687
894,5.0,6.146292351104029,ols,[ 4.10441255 -0.58829145],4.104412545765253,-0.5882914519066403
895,5.0,1.5667808345138243,ols,[0.76403455 3.6005021 ],0.7640345471750527,3.60050210457707
896,5.0,4.603926817512454,ols,[4.26462988 0.87106451],4.26462988404,0.8710645073435173
897,5.0,1.8259681858363297,ols,[0.26642451 3.27987109],0.26642450790302924,3.279871091201589
898,5.0,3.6246138646750152,ols,[-1.30441194 -7.32266575],-1.304411944075797,-7.32266574742864
899,5.0,7.4251039533279215,ols,[ 3.923282   -1.75885479],3.9232820022054087,-1.758854785229496
900,5.0,14.272267020354997,ols,[ 4.44820827 -4.50373703],4.448208272238182,-4.5037370281739655
901,5.0,1.1896227047932422,ols,[-6.05696113 -8.6519593 ],-6.056961130314612,-8.651959297496326
902,5.0,1.3882401892488008,ols,[-0.80403086  0.58168075],-0.8040308579117117,0.5816807530582945
903,5.0,9.20568588546396,ols,[-4.46072505  1.94664409],-4.460725048959868,1.9466440857279794
904,5.0,4.271541388157736,ols,[-4.16790896 -0.96909306],-4.167908961550819,-0.9690930579316187
905,5.0,15.392666149872069,ols,[-1.40431285  9.91650268],-1.4043128526747581,9.916502676422855
906,5.0,2.208900178614708,ols,[-1.79884315 -6.42035071],-1.7988431504696458,-6.420350708361263
907,5.0,16.617467845330538,ols,[ 6.76136402 -1.71003057],6.761364023977321,-1.7100305668505849
908,5.0,6.754605812821662,ols,[ 1.21653132 -5.70041786],1.2165313237587998,-5.7004178571638855
909,5.0,1.5687350447449353,ols,[2.15994397 5.87283446],2.1599439730171057,5.872834457074957
910,5.0,12.769341771245537,ols,[8.06951294 2.11260875],8.069512940601514,2.1126087541047744
911,5.0,56.79155977621877,ols,[10.86369907 -6.34611476],10.863699069718404,-6.346114758181095
912,5.0,1.8981571756479074,ols,[-1.72333737  0.18377116],-1.7233373650453576,0.1837711616673876
913,5.0,5.906327190567904,ols,[-0.48499726  6.30349984],-0.48499725785477793,6.303499840967427
914,5.0,14.977723077281599,ols,[ 6.75081568 -1.0125028 ],6.750815679859651,-1.012502798180799
915,5.0,35.736371062612434,ols,[-6.9406442   7.67322471],-6.940644200388254,7.6732247120913035
916,5.0,4.598054641899662,ols,[ 1.28813897 -3.98593863],1.2881389704946016,-3.985938627597947
917,5.0,1.0534030319988752,ols,[-1.6199013  -2.09573098],-1.6199013019988606,-2.095730982133656
918,5.0,2.4599379574732203,ols,[ 0.04512788 -3.76299715],0.045127882742806914,-3.762997153973588
919,5.0,3.117091474781551,ols,[ 2.81308242 -0.06357519],2.8130824155209373,-0.06357519479260247
920,5.0,1.361590642096162,ols,[ 0.22722341 -1.46574982],0.22722340703025362,-1.4657498157791569
921,5.0,1.2500087004435156,ols,[-1.27860981 -0.57987236],-1.278609808564612,-0.5798723647368033
922,5.0,6.737987654017928,ols,[ 4.01545248 -1.16907401],4.015452476651769,-1.1690740057756652
923,5.0,9.659562304402945,ols,[-3.5953976   3.60229746],-3.5953976004448407,3.602297460503964
924,5.0,1.1030581197974025,ols,[-1.33601306 -3.04316098],-1.3360130614263896,-3.0431609792077174
925,5.0,3.5781143198636225,ols,[-3.27609998 -0.19789595],-3.2760999834839026,-0.19789595296493329
926,5.0,1.3314226566150786,ols,[2.18631299 5.34325431],2.1863129909352024,5.343254313228832
927,5.0,1.2154842104324994,ols,[-1.23058169 -0.68709977],-1.2305816855037874,-0.687099770186635
928,5.0,4.2420678226354065,ols,[-3.16624324  0.65795262],-3.1662432392722053,0.6579526160723902
929,5.0,1.230644609218031,ols,[-1.25202477 -3.3962005 ],-1.252024769458646,-3.3962004979174623
930,5.0,9.754092514069841,ols,[6.22581857 0.61756606],6.225818574908199,0.6175660580525604
931,5.0,11.607308756362377,ols,[10.66974949  6.91994515],10.66974948824429,6.919945145750908
932,5.0,9.380207131104017,ols,[-3.26234183  4.00145108],-3.2623418279100953,4.001451078364007
933,5.0,13.237412178469818,ols,[-7.10710153 -0.31016283],-7.107101534743947,-0.31016282605228007
934,5.0,1.3548458153287766,ols,[-4.94340074 -9.88524323],-4.943400737656788,-9.885243229273742
935,5.0,12.459956827957653,ols,[ 3.1258742  -5.81907473],3.12587420488532,-5.8190747318016225
936,5.0,4.8382594592834245,ols,[7.77671533 6.39913176],7.776715332476051,6.399131758842671
937,5.125,4.782873629761328,ols,[ 2.42084624 -2.27722968],2.4208462430948603,-2.2772296771493394
938,5.125,2.6284949451762007,ols,[-0.92137278 -5.55836121],-0.9213727802786584,-5.558361205590286
939,5.125,1.2563646672295006,ols,[-3.93794287 -4.87366051],-3.9379428689254894,-4.873660509625858
940,5.125,1.4361774737286515,ols,[ 0.29371516 -1.54176131],0.2937151552899183,-1.5417613097117198
941,5.125,1.7827307509385195,ols,[3.54934232 2.99786071],3.5493423197833787,2.9978607124597847
942,5.125,11.759527632098349,ols,[-2.79695846  5.97495479],-2.7969584613194702,5.974954788656965
943,5.125,2.9216842725012433,ols,[1.35570209 6.60069912],1.3557020880262232,6.600699119207603
944,5.125,1.0702758801285877,ols,[-4.56423994 -6.84506747],-4.564239936133522,-6.845067470654634
945,5.125,10.320940543144733,ols,[ 0.7051393 -8.655772 ],0.70513929882643,-8.6557719965744
946,5.125,1.5802028022028518,ols,[3.72604124 3.67098114],3.726041243493196,3.6709811367907537
947,5.125,2.8847613561458814,ols,[-0.13667732  4.17564442],-0.13667732385007644,4.175644416337794
948,5.125,2.1366307235664483,ols,[4.66624704 4.18864139],4.666247037193883,4.188641394360205
949,5.125,17.241403106292456,ols,[ 4.37250599 -5.83663519],4.372505993827514,-5.836635187280224
950,5.125,1.0552533589384712,ols,[1.18004148 2.33400246],1.1800414836497413,2.3340024615715875
951,5.125,5.506064223648233,ols,[ 0.08454621 -6.68461138],0.08454621431250461,-6.684611384722601
952,5.125,4.3443278065754685,ols,[-10.75654539 -11.62078166],-10.756545388279642,-11.620781655085786
953,5.125,13.60058912608648,ols,[-7.23283113 -0.37081598],-7.23283112573804,-0.37081598192888215
954,5.125,2.032548283174745,ols,[-6.6904933  -7.68428687],-6.690493304859584,-7.684286865927115
955,5.125,1.1724001038375518,ols,[0.50227661 2.00563411],0.5022766064792952,2.005634105818055
956,5.125,7.587823836289084,ols,[ 4.16974635 -1.46931772],4.169746354883579,-1.469317719952146
957,5.125,3.3798601223780436,ols,[ 2.72192076 -0.52206606],2.7219207601107884,-0.5220660557262569
958,5.125,5.176034907009424,ols,[8.91413184 7.9675213 ],8.914131840729455,7.967521302271516
959,5.125,1.1559123189598697,ols,[-3.79560914 -7.36543354],-3.7956091375315313,-7.365433538774213
960,5.125,30.48001721767462,ols,[-11.16384484  -0.70808413],-11.163844836029476,-0.7080841290594893
961,5.125,1.2502711180307795,ols,[1.50026959 0.95677409],1.5002695901372127,0.9567740927213825
962,5.125,27.426243494980188,ols,[14.58984024  7.21747984],14.589840237374764,7.21747984408925
963,5.125,15.077952384871091,ols,[-4.99888952  3.94543673],-4.9988895247628715,3.945436734173799
964,5.125,4.02910618081584,ols,[4.84360749 2.31050318],4.843607492779576,2.3105031793272532
965,5.125,2.221996397793942,ols,[-0.6685553   2.40127119],-0.6685553019082006,2.401271188668358
966,5.125,2.1457875359937413,ols,[-2.07980265e+00 -8.87064110e-04],-2.0798026457371757,-0.0008870641100051866
967,5.125,1.0386955782553084,ols,[0.48654816 0.98437628],0.4865481577490231,0.9843762839508247
968,5.125,12.799717510278393,ols,[ 3.3693259  -5.57635071],3.369325897179656,-5.57635070760187
969,5.125,1.4731536122176516,ols,[ 0.1034023  -1.90082966],0.10340229635915144,-1.9008296606300896
970,5.125,11.956794197715084,ols,[-4.67828754  3.03762334],-4.678287537022231,3.0376233401217716
971,5.125,10.572164051605766,ols,[ -4.0346631  -16.53447704],-4.034663100381219,-16.534477040845225
972,5.125,1.3346718378711673,ols,[0.6373051  2.77112377],0.6373051022647989,2.771123767460883
973,5.125,4.996886595665213,ols,[ 1.12809725 -4.58749594],1.1280972509840757,-4.587495936407598
974,5.125,1.46292259556427,ols,[2.35388488 1.72869379],2.3538848769112124,1.7286937877038904
975,5.125,65.68289443252169,ols,[19.79029253  6.2977326 ],19.79029253437762,6.297732595502629
976,5.125,2.804084396611867,ols,[ 0.76727284 -3.02409999],0.7672728423554609,-3.024099991530483
977,5.125,10.745577465277456,ols,[ 6.16736136 -0.0307006 ],6.167361361700624,-0.030700604483530302
978,5.125,6.21524609390023,ols,[ 2.80935921 -2.78005632],2.809359209695582,-2.780056316648532
979,5.125,11.024066702851222,ols,[-1.95763986  6.99068499],-1.9576398603201925,6.990684985457962
980,5.125,5.543817757799184,ols,[ 1.46241799 -4.48711622],1.4624179910716208,-4.48711621799995
981,5.125,12.955694163823205,ols,[-2.88387947  6.40411563],-2.8838794652871997,6.404115633349293
982,5.125,12.868870298883206,ols,[-10.13601817  -5.4024426 ],-10.136018174113337,-5.402442601876572
983,5.125,18.26914659630453,ols,[ -0.07960227 -13.51379243],-0.07960226960258454,-13.513792428571543
984,5.125,2.150406565909086,ols,[-3.66077887 -2.58006538],-3.660778869098244,-2.580065381926701
985,5.125,21.449145278913715,ols,[ 6.14267063 -4.56388206],6.142670630183694,-4.563882055982153
986,5.25,4.025334452850951,ols,[-2.56339189  1.39708329],-2.5633918868813326,1.3970832869116847
987,5.25,6.324161115065726,ols,[-0.49626662 -8.21856359],-0.4962666238009473,-8.218563592840603
988,5.25,3.0912836721390917,ols,[ 0.53213709 -3.75493967],0.5321370931003742,-3.7549396731828324
989,5.25,4.100035639594928,ols,[-3.58676462 -0.22856025],-3.5867646211369797,-0.22856025327011362
990,5.25,4.165970765092399,ols,[4.830204   2.16812263],4.83020399650202,2.168122633243346
991,5.25,5.984482260621626,ols,[ 1.38187325 -4.92508268],1.3818732472855795,-4.9250826783534505
992,5.25,3.493821021144747,ols,[-1.45368639  2.68083042],-1.4536863947413616,2.680830423855439
993,5.25,1.1514658522394652,ols,[-0.23258321  0.72396698],-0.23258321027541534,0.7239669752202329
994,5.25,1.1630314107396726,ols,[ 0.01403007 -1.14112891],0.014030073421049356,-1.1411289068429737
995,5.25,2.217875152908999,ols,[-2.25656423 -7.21372405],-2.2565642307843032,-7.2137240480764575
996,5.25,28.088070940054536,ols,[-4.0932996  10.09677015],-4.093299596617733,10.096770146831314
997,5.25,8.627727679718129,ols,[0.42346064 9.57462948],0.42346063798786693,9.574629478209447
998,5.25,1.0651879339697752,ols,[3.88050027 6.99573158],3.8805002737502177,6.9957315770647615
999,5.25,3.1240104771229946,ols,[ 2.76600038 -0.15509123],2.7660003787012313,-0.1550912314661537
1000,5.25,39.601807464624045,ols,[ 8.16942787 -6.70639395],8.16942787279278,-6.706393948183533
1001,5.25,7.205009842594928,ols,[ 3.1048322  -2.95333641],3.1048321973566764,-2.9533364137513676
1002,5.25,5.115954993482777,ols,[-3.62977808  0.63363255],-3.62977808347613,0.6336325536243992
1003,5.25,3.156066351242051,ols,[-3.23500022 -0.56621436],-3.235000219069421,-0.5662143566671456
1004,5.25,4.483278631863288,ols,[5.405812   2.80833794],5.405812003656451,2.808337942837888
1005,5.25,3.6536297783452145,ols,[-1.58310005  2.65718746],-1.5831000488105709,2.6571874638010606
1006,5.25,4.30485833476458,ols,[ 3.12060183 -0.72305143],3.120601825901179,-0.7230514275147621
1007,5.25,21.65698657837459,ols,[-11.33613159  -3.8049058 ],-11.336131589919503,-3.804905800664519
1008,5.25,1.5089011540563624,ols,[4.0454526  4.37819496],4.0454525975214,4.378194963445911
1009,5.25,2.817923572035092,ols,[0.34849717 4.83179723],0.34849716854300067,4.831797228670538
1010,5.25,20.526316209721507,ols,[ 7.94833217 -1.27970683],7.948332168870292,-1.2797068348410305
1011,5.25,18.05787669244221,ols,[-5.85595232  3.76150677],-5.855952316249751,3.7615067681514014
1012,5.25,24.1134832254214,ols,[ 7.95557693 -2.51210529],7.955576927905726,-2.5121052860964705
1013,5.25,19.338393798635465,ols,[-3.84411383  7.52396204],-3.844113833289569,7.5239620398155225
1014,5.25,5.318348436043609,ols,[-3.94387325  0.2397741 ],-3.943873249879791,0.2397741017645372
1015,5.25,11.367284522851378,ols,[-7.37410727 -1.65641319],-7.3741072678802855,-1.656413191161726
1016,5.25,3.777111827886077,ols,[-3.13031311  0.23511755],-3.1303131086035654,0.23511754688411318
1017,5.25,1.9430071156370925,ols,[-1.79753808  0.16654792],-1.7975380834056995,0.1665479244641196
1018,5.25,42.48523322883407,ols,[ 8.83156798 -6.36008631],8.83156798118631,-6.360086308388196
1019,5.25,3.048477473945432,ols,[5.28651971 4.02785326],5.2865197125224395,4.0278532592596825
1020,5.25,6.791959690588337,ols,[4.77306357 0.07376456],4.77306357397223,0.07376456026173299
1021,5.25,71.16301207761299,ols,[  7.20592349 -15.24521086],7.205923489115679,-15.245210855620087
1022,5.25,11.588488194152598,ols,[-6.56421794 -0.21594522],-6.564217938229963,-0.2159452220293039
1023,5.25,1.823448191160071,ols,[2.07887633 0.53206522],2.0788763288337995,0.5320652247213178
1024,5.25,11.986126681740398,ols,[-6.55675797 -0.01090981],-6.556757966596462,-0.010909811169875685
1025,5.25,7.539085469840834,ols,[-11.58871194 -10.68340959],-11.588711935734437,-10.683409588215776
1026,5.25,2.40400809213634,ols,[3.13553218 1.35239266],3.1355321845820043,1.352392655668866
1027,5.25,31.95626975176645,ols,[ 6.01574797 -8.12602476],6.015747971287407,-8.126024756503165
1028,5.25,1.0741859749327087,ols,[-1.63903741 -2.10371343],-1.6390374091894937,-2.1037134280316905
1029,5.25,4.399538815194141,ols,[-5.26106982 -2.6474071 ],-5.261069815874438,-2.6474070965213556
1030,5.25,10.776416389053239,ols,[ 5.46937839 -1.17530807],5.469378394155541,-1.1753080718969933
1031,5.25,3.454126285801766,ols,[2.49227815 9.07769661],2.4922781480304925,9.07769661194174
1032,5.25,17.32631173471414,ols,[ 2.64200515 -8.69492456],2.642005151578384,-8.694924561148717
1033,5.25,4.659132984787127,ols,[ 3.55342898 -0.35616351],3.5534289806639974,-0.35616351343784963
1034,5.25,4.4149254551380395,ols,[-4.41591645 -1.264467  ],-4.415916454070556,-1.2644670016103468
1035,5.25,1.8709284545847154,ols,[-4.60394922 -4.5546205 ],-4.603949215036457,-4.554620503023183
1036,5.375,16.668188132817477,ols,[ 5.99562464 -2.98303985],5.995624637792387,-2.9830398457755525
1037,5.375,9.402860126677444,ols,[ 4.32186893 -2.2904083 ],4.321868927310581,-2.2904083041645933
1038,5.375,1.6022826848609575,ols,[3.728066  3.6238286],3.7280660035836535,3.623828601945963
1039,5.375,31.09379581550062,ols,[ 6.51838832 -7.04204237],6.518388317482536,-7.042042370524803
1040,5.375,4.503632346365315,ols,[ 3.41296398 -0.44998129],3.412963976497362,-0.44998128514667185
1041,5.375,1.3045042569923375,ols,[-3.46082698 -3.94339672],-3.4608269829213816,-3.9433967212727863
1042,5.375,1.7048913615660677,ols,[-2.75802705 -1.84918894],-2.7580270503098023,-1.84918894027479
1043,5.375,35.50173628383441,ols,[-6.22927643  8.75835792],-6.229276429334793,8.758357920103462
1044,5.375,2.588464027517154,ols,[-1.81881373  1.05616302],-1.8188137317162079,1.0561630207576072
1045,5.375,2.693465657547852,ols,[-7.76486755 -8.49954015],-7.764867550650526,-8.499540146950782
1046,5.375,16.383585707230502,ols,[ 2.43239647 -8.66963022],2.432396466765551,-8.669630219218385
1047,5.375,9.790957232031193,ols,[-4.99950533  1.40031119],-4.9995053343923255,1.4003111853110861
1048,5.375,1.1995031518639225,ols,[-2.93031713 -3.44665485],-2.930317134946575,-3.4466548546604954
1049,5.375,29.47682767214776,ols,[ 8.43936222 -3.43976456],8.439362220130274,-3.439764561775897
1050,5.375,20.79275525640056,ols,[ 3.92661205 -7.90942661],3.926612049329585,-7.909426614735756
1051,5.375,24.165263317968353,ols,[-13.00652816  -5.68144666],-13.006528156865727,-5.68144666172078
1052,5.375,24.316862103135684,ols,[-11.00233162  -2.36125305],-11.002331624428246,-2.3612530455220613
1053,5.375,34.71835167408268,ols,[10.36006208 -1.81958047],10.360062075147493,-1.8195804660431822
1054,5.375,1.5618049659290427,ols,[1.08837311 4.06836218],1.0883731144722197,4.068362177787707
1055,5.375,6.764720227388103,ols,[-6.64804188 -3.12313304],-6.6480418775484145,-3.123133043006721
1056,5.375,6.693654007415443,ols,[-7.11710925 -3.93798093],-7.117109245248069,-3.937980925449629
1057,5.375,1.0764888012876825,ols,[-0.35552068 -1.22344701],-0.3555206777477675,-1.2234470115730351
1058,5.375,2.906225889760525,ols,[-4.88371825 -3.50400257],-4.883718248530196,-3.5040025675465323
1059,5.375,48.4310560978485,ols,[12.65618673 -1.57021847],12.656186726480794,-1.570218465531601
1060,5.375,14.317916278548308,ols,[-6.98476805  0.38695451],-6.984768047591312,0.3869545114512826
1061,5.375,4.566781436626842,ols,[1.40792029 8.33604999],1.4079202869688874,8.336049986787819
1062,5.375,18.95636823350073,ols,[ 0.69083822 14.76713598],0.6908382224733379,14.767135982884758
1063,5.375,3.7913401537007214,ols,[7.10699483 6.21180118],7.106994831837255,6.211801179636024
1064,5.375,17.12311914690502,ols,[9.7799089  2.99637529],9.779908895976671,2.996375291261677
1065,5.375,6.412917924886569,ols,[ 2.39020426 -3.58271024],2.3902042554962075,-3.5827102407020246
1066,5.375,1.0404459248747246,ols,[4.43092941 7.11286893],4.4309294061336795,7.112868926187189
1067,5.375,1.2206460691223704,ols,[-0.00976362 -1.38377468],-0.009763623682050434,-1.3837746763765406
1068,5.375,14.139318578878003,ols,[-2.83715027  7.05268803],-2.8371502684942116,7.052688034215531
1069,5.375,58.13609390590854,ols,[-11.13863624   6.22986229],-11.138636243375545,6.229862292634467
1070,5.375,1.481498401735969,ols,[2.80457659 2.40819644],2.8045765910224683,2.408196438883115
1071,5.375,13.824960353659533,ols,[-7.82546366 -1.20144105],-7.825463663314327,-1.201441046442251
1072,5.375,5.420035173387294,ols,[7.28410793 5.11184432],7.28410792857094,5.1118443237239
1073,5.375,2.278656216273567,ols,[-1.8424885  -6.60224629],-1.842488500935957,-6.602246291695028
1074,5.375,5.193390542889338,ols,[-3.64027777  0.64671381],-3.64027777152998,0.6467138071221828
1075,5.375,3.1749565238431066,ols,[-6.89108473 -6.50123056],-6.891084726148056,-6.501230563347877
1076,5.375,20.74922994951674,ols,[ 8.7412573  -0.05869632],8.741257296306319,-0.05869631998869464
1077,5.375,4.8266261631198715,ols,[4.08228657 0.37545181],4.082286571425122,0.3754518105419822
1078,5.375,20.123778492003566,ols,[ 7.49373059 -1.86578755],7.493730592654317,-1.865787545899794
1079,5.375,2.9178267264561653,ols,[ 1.85137964 -1.42112675],1.8513796368873163,-1.4211267525723192
1080,5.375,16.837654791146388,ols,[9.77405719 3.09856239],9.774057189179961,3.0985623885955094
1081,5.375,1.3576043804536404,ols,[ 0.16727062 -1.55655305],0.1672706179192546,-1.5565530514211836
1082,5.375,2.759258134886045,ols,[-3.71988342 -1.81673214],-3.7198834193644554,-1.8167321388435353
1083,5.375,44.891800874708004,ols,[-8.11797738  8.14560769],-8.117977380038461,8.14560769257861
1084,5.375,3.136133908080868,ols,[-0.99547467  3.01751553],-0.9954746691545141,3.0175155250472203
1085,5.375,16.267646007989462,ols,[ 5.04100405 -4.37429182],5.041004054738226,-4.374291823619849
1086,5.375,18.41122766241797,ols,[ 2.7710064  -8.92660397],2.7710064021412246,-8.926603972660006
1087,5.5,29.735399687633222,ols,[-8.41891428  3.58293675],-8.418914283663225,3.582936745316795
1088,5.5,14.379449083105388,ols,[ 3.38647211 -6.27265458],3.38647210594486,-6.272654579864547
1089,5.5,29.32317998236525,ols,[  3.95878753 -10.69346763],3.958787529268079,-10.69346762884457
1090,5.5,1.16155838664855,ols,[-3.29219941 -4.207408  ],-3.292199405874064,-4.207408004232261
1091,5.5,43.165939467482126,ols,[11.35522092 -2.42192611],11.355220917754213,-2.42192611184973
1092,5.5,16.71704251464751,ols,[-3.51992036  7.00959691],-3.519920355476314,7.009596906329282
1093,5.5,19.382531190324986,ols,[  1.12640113 -11.94449612],1.1264011334245574,-11.944496115126656
1094,5.5,1.1485277358305737,ols,[2.95143954 5.89167611],2.9514395404127187,5.891676113607202
1095,5.5,1.6775138706172665,ols,[2.73749245 1.8653284 ],2.7374924499918643,1.86532840219759
1096,5.5,9.621731132574524,ols,[ 0.80863972 -8.14235361],0.8086397160258105,-8.142353611698738
1097,5.5,42.20301819226864,ols,[14.88161415  3.55233381],14.881614146835012,3.552333805483772
1098,5.5,1.3742502869020872,ols,[ 0.13012719 -1.62404208],0.13012718935174455,-1.6240420800098583
1099,5.5,1.6182517816636426,ols,[-0.29132674 -2.96920485],-0.29132673782439295,-2.969204853661704
1100,5.5,6.505078455021284,ols,[-5.1382891  -0.86070694],-5.138289097216438,-0.8607069385394274
1101,5.5,2.0892422647024835,ols,[0.53537155 4.18569461],0.5353715498865199,4.185694610614652
1102,5.5,8.319321091825358,ols,[ 4.07477182 -2.06750669],4.074771821955465,-2.0675066895759646
1103,5.5,1.2749957090321538,ols,[-0.07275746 -1.66162114],-0.07275746333657027,-1.6616211416554452
1104,5.5,55.400420385553794,ols,[-8.90897567  9.23948904],-8.908975672175126,9.239489039676476
1105,5.5,6.8677618163358405,ols,[0.53879634 8.65042697],0.5387963391761459,8.650426974138487
1106,5.5,21.79995593335394,ols,[ 6.28976723 -4.43629439],6.289767232655571,-4.4362943920402165
1107,5.5,6.142909950690137,ols,[ 4.59177766 14.76833252],4.591777662181742,14.768332518538902
1108,5.5,1.2793928564992354,ols,[3.97810418 4.86657877],3.978104183054908,4.866578772825555
1109,5.5,12.994409197712491,ols,[ 4.64857807 -3.58388782],4.648578071581017,-3.5838878202325644
1110,5.5,1.64749728988684,ols,[1.76293849 0.33544223],1.762938494095851,0.3354422326919135
1111,5.5,11.796822025330146,ols,[8.04964781 2.52656629],8.049647806705371,2.526566286178019
1112,5.5,19.67185391331356,ols,[-8.76932457 -0.38895427],-8.76932457176338,-0.3889542651456811
1113,5.5,10.84696961644248,ols,[-6.31587101 -0.19446609],-6.315871010520832,-0.19446609022551195
1114,5.5,24.95979224643517,ols,[-12.8384276   -5.13772234],-12.838427603739555,-5.1377223389051165
1115,5.5,2.1203786756050182,ols,[-2.82117656 -1.26241541],-2.82117656041033,-1.262415407968711
1116,5.5,11.675605371902472,ols,[-4.64994641  2.96829485],-4.649946412919454,2.9682948450051674
1117,5.5,13.41479349431988,ols,[ 6.47250461 -0.80061302],6.472504614357654,-0.8006130209823976
1118,5.5,12.182813067765805,ols,[ 4.89088208 -2.76973636],4.8908820770763715,-2.769736355275249
1119,5.5,2.618256634110851,ols,[-2.89854268 -0.68910557],-2.898542679321288,-0.6891055736771173
1120,5.5,2.1634984815268705,ols,[-2.94016787 -1.35675842],-2.9401678707787524,-1.3567584207045584
1121,5.5,16.773100045261092,ols,[ 3.27906566 -7.4180457 ],3.2790656587675233,-7.41804569740007
1122,5.5,3.493009414058846,ols,[ -5.40506345 -13.85891846],-5.405063446767013,-13.858918464593964
1123,5.5,10.98324101405121,ols,[-0.21616624  9.79749452],-0.21616623659647138,9.797494520031014
1124,5.5,8.201950464702854,ols,[-3.94327973  2.1974897 ],-3.943279726837404,2.197489698530801
1125,5.5,3.315494119340392,ols,[-1.97704547  1.63046554],-1.9770454733291567,1.6304655366043073
1126,5.5,29.934119144630976,ols,[-0.23912506 16.94134898],-0.2391250596680853,16.941348977549463
1127,5.5,13.298578240455274,ols,[10.10327375  5.186768  ],10.103273751295625,5.186767999780911
1128,5.5,3.8299557554325117,ols,[ 1.02101797 -3.73696656],1.0210179746074952,-3.736966559633093
1129,5.5,7.045037798206593,ols,[ 3.00760705 -3.01763235],3.0076070466363833,-3.017632353329982
1130,5.5,24.495454573306343,ols,[-9.67043146 -0.12716573],-9.670431461770836,-0.12716573406128007
1131,5.5,2.4603630197435358,ols,[-0.55328502 -4.75580117],-0.553285024077352,-4.755801169040018
1132,5.5,8.472292846859016,ols,[-7.68172021 -3.7358329 ],-7.681720212906504,-3.7358329041702
