,Strength,MSE,Method,A,A0,A1
2971,8.75,2.2339269577995493,ols,[2.74755546 5.11166193],2.74755545764903,5.111661933407125
2972,8.75,5.100660430969871,ols,[3.5381331  0.20776958],3.538133098502087,0.2077695764854272
2973,8.75,5.342271153780637,ols,[ 2.86642432 10.15201707],2.8664243243605156,10.152017065533006
2974,8.75,6.2910089173765975,ols,[-6.20631726 -3.63656435],-6.2063172630589065,-3.6365643525980387
2975,8.75,26.940993226852363,ols,[-2.73725539 11.24469772],-2.737255393395204,11.244697721082904
2976,8.75,15.439705596699797,ols,[-9.68133229 -4.16545931],-9.681332289386193,-4.165459310797161
2977,8.75,4.28298187770429,ols,[-2.33350918  0.96524964],-2.333509182137758,0.9652496423240247
2978,8.75,52.91958443904751,ols,[-11.06681226   4.94038237],-11.066812262045621,4.940382371226802
2979,8.75,105.9466437134615,ols,[  4.96327396 -24.48613914],4.9632739617466965,-24.4861391417183
2980,8.75,9.515700389647634,ols,[-0.79091842  7.40099132],-0.7909184206431241,7.400991321454076
2981,8.75,32.31724981255162,ols,[ 4.63629562 -9.95108082],4.636295618535264,-9.951080822515003
2982,8.75,10.445627111610499,ols,[-6.17802318 -0.74870253],-6.178023180258115,-0.7487025251666088
2983,8.75,7.3205446240534,ols,[1.00809198 8.91132322],1.0080919831982644,8.911323215435502
2984,8.75,7.018810333867927,ols,[-9.12207361 -7.67521593],-9.12207361231057,-7.675215931206593
2985,8.75,52.461039421950936,ols,[  5.39803211 -13.72370477],5.398032108960474,-13.723704771557907
2986,8.75,3.6642117086208144,ols,[2.14887659 7.05784058],2.1488765866788224,7.057840575398901
2987,8.75,12.724890888940715,ols,[-10.40335894  -6.22329492],-10.403358941135828,-6.223294923115463
2988,8.75,8.415573018446532,ols,[-2.69900536  3.49764167],-2.6990053583482867,3.4976416742485332
2989,8.75,2.4007077427128296,ols,[ 0.25255599 -1.17379327],0.2525559870878629,-1.1737932700900369
2990,8.75,46.21634011014085,ols,[12.40998051 -1.11624385],12.4099805096983,-1.1162438505849885
2991,8.75,2.990173748572284,ols,[ 0.39996756 -2.11658249],0.3999675607327985,-2.1165824875356285
2992,8.75,29.359590205743782,ols,[-15.69216934  -8.57684324],-15.692169338186757,-8.576843238782345
2993,8.75,2.8883879655162357,ols,[ 8.4174189  10.89709815],8.417418903809128,10.897098152799586
2994,8.75,21.659156996490616,ols,[-9.29248904 -1.04995811],-9.292489040988094,-1.0499581111097551
2995,8.75,21.882903432197605,ols,[ 7.34446604 -2.42723111],7.344466035895166,-2.4272311056819125
2996,8.75,33.80046315594383,ols,[ 2.36745019 21.77109351],2.3674501866879867,21.771093512040014
2997,8.75,5.946299452771413,ols,[5.22448513 2.41885954],5.224485128323511,2.418859540857493
2998,8.75,34.21465407294403,ols,[ 6.69856277 -7.21976878],6.698562767600741,-7.2197687762942335
2999,8.75,3.934719070348463,ols,[-2.72325965 -8.35087367],-2.723259645289731,-8.350873671521004
3000,8.75,4.39117397355992,ols,[ -4.64195103 -12.01881911],-4.641951030889854,-12.018819107456066
3001,8.75,23.447696516675077,ols,[-11.80067238  -4.62249165],-11.800672381896923,-4.622491646582189
3002,8.75,48.78130363396093,ols,[-7.69061922  8.95831606],-7.6906192211893245,8.958316055475613
3003,8.75,2.616370540496071,ols,[ -5.20976852 -10.17531574],-5.209768516017399,-10.175315740066107
3004,8.75,68.7850777530676,ols,[-9.02095876 11.11506698],-9.02095875866428,11.115066982191815
3005,8.75,18.102516020775948,ols,[ 6.00696404 22.0467198 ],6.00696404339243,22.046719800903123
3006,8.75,44.89028956477884,ols,[13.27695739  0.57777342],13.27695739255324,0.5777734242528632
3007,8.75,28.099687932180906,ols,[ 9.32314185 -1.10959939],9.323141854308231,-1.1095993886007354
3008,8.75,18.859084243855904,ols,[ -1.99460166 -16.35888653],-1.9946016552091965,-16.35888652871707
3009,8.75,7.907856130850987,ols,[ 2.615019   11.83236089],2.615018997998321,11.832360892835217
3010,8.75,14.289624809397509,ols,[-11.88531776  -8.11272482],-11.885317756377693,-8.112724815677897
3011,8.75,2.9715511952546816,ols,[1.60647997 5.15162685],1.6064799650700106,5.15162684795762
3012,8.75,31.00612146839816,ols,[-6.00627658  7.29495217],-6.0062765762180765,7.294952173289735
3013,8.75,14.466286129444137,ols,[ 4.38809768 -3.99937631],4.388097681909462,-3.999376308983722
3014,8.75,2.7511382377862565,ols,[ 6.89239414 13.06885557],6.892394135226974,13.06885557053865
3015,8.875,3.2196657872457153,ols,[ 9.14901366 11.43124306],9.149013661564883,11.431243057964178
3016,8.875,2.207710057526208,ols,[3.83349388 6.2278267 ],3.8334938834507635,6.227826701544897
3017,8.875,26.272733391165644,ols,[ 0.38558705 16.3923908 ],0.3855870487688953,16.39239079972441
3018,8.875,16.77717990133966,ols,[  0.10738474 -11.74598738],0.10738473950208123,-11.745987375469893
3019,8.875,29.865396675501746,ols,[ 7.18669431 -5.21408347],7.1866943140791735,-5.214083469729958
3020,8.875,3.022271858009557,ols,[2.19401971 6.72886178],2.194019707202722,6.728861784029275
3021,8.875,6.38220689794787,ols,[ 0.59395156 -5.31183771],0.5939515635184056,-5.311837707440935
3022,8.875,2.488082794888329,ols,[ 0.27995111 -0.50482494],0.2799511091786905,-0.5048249431598317
3023,8.875,3.0086314783792485,ols,[ 0.15449547 -2.41997841],0.1544954729487973,-2.419978409820813
3024,8.875,2.3531150567233583,ols,[2.42979326 3.05718746],2.4297932552068215,3.057187463078146
3025,8.875,43.50947984497761,ols,[ 8.00240332 -7.32425639],8.00240331796413,-7.324256392160662
3026,8.875,37.42180412139495,ols,[-10.24054551   2.55391791],-10.24054550623471,2.5539179054586025
3027,8.875,4.955990233552538,ols,[-3.8322646  -0.88838918],-3.8322645962820108,-0.8883891774326209
3028,8.875,27.163416514155333,ols,[-11.55489528  -2.77988417],-11.55489527857196,-2.779884170231753
3029,8.875,2.350373818062777,ols,[3.34237326 5.31185406],3.342373255119531,5.311854057151368
3030,8.875,2.3147433165765863,ols,[4.3514018  6.04443438],4.351401800162003,6.044434377756019
3031,8.875,44.230033828724295,ols,[-4.81600232 12.96412609],-4.816002324022203,12.96412608621804
3032,8.875,30.16766986580969,ols,[ 8.87132857 -2.2442887 ],8.871328566571725,-2.244288698312888
3033,8.875,10.799952941016564,ols,[-3.53544311  3.87581578],-3.535443109077072,3.875815775866058
3034,8.875,2.628198930579405,ols,[5.96020387 7.30022829],5.960203866531102,7.300228291223483
3035,8.875,2.489108043440772,ols,[3.81628338 4.28425876],3.8162833781312697,4.284258762985186
3036,8.875,15.713954685446769,ols,[-7.61845609 -0.66923636],-7.618456093572551,-0.6692363598132538
3037,8.875,2.692735754524976,ols,[2.95237715 2.28900165],2.95237715442209,2.2890016457097895
3038,8.875,52.93374357047774,ols,[ 0.12243317 22.87138308],0.12243317446315602,22.871383080690997
3039,8.875,2.475403471804767,ols,[-0.32978721  1.16689927],-0.3297872128868183,1.166899272937613
3040,8.875,38.0935834338325,ols,[11.97929003  0.23797625],11.979290027198394,0.23797624895361755
3041,8.875,41.74051153588613,ols,[  3.24700155 -14.56787495],3.247001550805394,-14.567874948568894
3042,8.875,13.81347109974279,ols,[ 4.31388531 -3.59449696],4.313885311882893,-3.5944969598696277
3043,8.875,15.220406776783715,ols,[ 2.93128572 16.15850228],2.931285718779303,16.158502281045852
3044,8.875,22.469411164261544,ols,[-4.29970659  7.61573963],-4.299706587786234,7.61573962742699
3045,8.875,93.45626868993487,ols,[-13.68178308   8.55615434],-13.681783075508598,8.556154342252762
3046,8.875,2.36160342388641,ols,[-4.64436498 -6.77462384],-4.644364980904969,-6.774623844448243
3047,8.875,122.8941561021324,ols,[-19.52841442   3.57954352],-19.528414415772406,3.5795435200324373
3048,8.875,2.7193800711069844,ols,[16.10871888 23.54263591],16.108718879649384,23.54263590975025
3049,8.875,35.00057523922264,ols,[-9.26099933  3.25107193],-9.260999331348707,3.251071929349591
3050,8.875,3.3701318623343006,ols,[ -8.61721325 -10.5637565 ],-8.6172132458933,-10.56375649684207
3051,8.875,64.61605062559482,ols,[-11.40100289   6.84152934],-11.401002889027907,6.841529342663992
3052,8.875,10.40440667499961,ols,[ -6.77410127 -19.84819796],-6.774101266568636,-19.848197959285976
3053,8.875,19.988901999691297,ols,[11.96296873  5.56887779],11.962968727652122,5.568877787843766
3054,8.875,3.708802494257435,ols,[-4.60958983 -3.70035609],-4.609589834792169,-3.7003560853618294
3055,8.875,2.472379641665719,ols,[3.60043601 7.42461135],3.600436013886321,7.4246113524425175
3056,8.875,74.36074230130596,ols,[13.81744415 -4.9217009 ],13.817444149413799,-4.921700897713756
3057,8.875,3.159705299470044,ols,[-0.68110144 -4.04284883],-0.6811014449887359,-4.042848833385856
3058,8.875,2.277558217418679,ols,[-1.31746628 -2.0808886 ],-1.317466281040485,-2.080888597850849
3059,8.875,3.1127374317580365,ols,[-3.73102948 -3.22751626],-3.731029476309201,-3.2275162616345527
3060,8.875,5.867229778254922,ols,[-3.34734611  0.5241514 ],-3.3473461077829527,0.5241514003537138
3061,8.875,2.5886471243407136,ols,[3.38107992 3.96887045],3.381079917224272,3.968870450291017
3062,8.875,8.965863709008572,ols,[-0.59838804  7.39248483],-0.5983880377678373,7.392484826065503
3063,8.875,166.1130355878977,ols,[-9.80573906 24.89709176],-9.805739062229602,24.897091760688074
3064,8.875,6.979344395036991,ols,[ -4.35439324 -13.81560139],-4.354393238746371,-13.815601390267242
3065,8.875,17.489664915302104,ols,[-2.13703332  8.99983126],-2.1370333204170233,8.999831262592574
3066,8.875,4.797276052180126,ols,[ -3.66804959 -11.19321524],-3.668049588880017,-11.193215240400333
3067,8.875,4.398113219661989,ols,[-3.59762013 -1.23359888],-3.5976201299153687,-1.233598882050354
3068,8.875,4.8345999300212625,ols,[-9.02975149 -9.11885844],-9.029751492602108,-9.118858443621479
3069,8.875,10.509991026393305,ols,[-6.52922127 -1.32262971],-6.529221273545124,-1.3226297119581671
3070,8.875,5.047096843576834,ols,[7.76039013 7.12372875],7.760390128731046,7.123728748663704
3071,8.875,9.318351693334156,ols,[ -4.11993561 -15.19658213],-4.119935606424049,-15.196582127330974
3072,8.875,2.8016856307937887,ols,[ -7.68351928 -15.30259395],-7.683519282004455,-15.302593950019585
3073,8.875,5.693077445820168,ols,[7.58493319 6.1113016 ],7.584933191259826,6.111301602081176
3074,8.875,3.5421651246290686,ols,[ 0.08276953 -3.51753768],0.08276952617822388,-3.5175376843499313
3075,8.875,12.380888311030722,ols,[ -1.29712499 -12.29653906],-1.2971249892413463,-12.296539061407612
3076,8.875,16.938816372899765,ols,[  0.6200267 -11.2197655],0.6200267011479941,-11.21976550138551
3077,8.875,5.726737321569562,ols,[-0.88628538 -7.25393337],-0.8862853754099986,-7.25393336554472
3078,8.875,69.82360293471483,ols,[  7.68157752 -13.86618845],7.681577519090159,-13.866188449265957
3079,8.875,53.61982686513136,ols,[-6.85546441 11.97162235],-6.855464413071707,11.971622346647607
3080,8.875,23.848851103519042,ols,[-1.3437029  12.63250409],-1.3437029025798115,12.63250408923533
3081,8.875,24.130966805616858,ols,[-1.86672623 11.75524658],-1.8667262304132104,11.755246584185713
3082,8.875,2.4801967912479856,ols,[-3.68722191 -7.2717714 ],-3.6872219125265953,-7.271771402160837
3083,8.875,3.9024043743853927,ols,[-1.57585825  1.53349282],-1.575858249587662,1.5334928200711078
3084,8.875,90.69068302673625,ols,[-12.27170104  10.11634159],-12.271701043087594,10.116341590837974
3085,8.875,2.7119491163290266,ols,[ 0.07765003 -2.16241802],0.07765002579888501,-2.162418024448498
3086,8.875,18.439704235413497,ols,[ 2.69671803 -8.58538374],2.69671802733814,-8.585383741827993
3087,8.875,32.11225749721477,ols,[ -1.95764546 -20.39128764],-1.957645462912632,-20.391287644480187
3088,8.875,6.417373693762515,ols,[4.53402973 1.23020183],4.534029727181642,1.2302018282899554
3089,8.875,3.961813869131329,ols,[-1.26933136 -6.03968804],-1.2693313600566252,-6.0396880429894
3090,8.875,23.07953569709438,ols,[ -0.60366599 -15.40442343],-0.6036659914380201,-15.40442343191392
3091,8.875,2.5825535004611764,ols,[-2.24440451 -1.52591879],-2.2444045078053345,-1.5259187930046616
3092,8.875,179.65932191016466,ols,[-21.83304429   7.18530211],-21.83304429285701,7.185302108628481
3093,8.875,3.294631163216859,ols,[1.97655639 6.2141744 ],1.9765563879714982,6.2141744029547255
3094,8.875,2.3254065366892434,ols,[4.13720697 8.07455452],4.137206970667051,8.074554522490304
3095,8.875,58.72025242338745,ols,[  7.02477458 -12.53189437],7.024774582058622,-12.53189437451544
3096,8.875,33.13286404129048,ols,[23.73038611 20.0279012 ],23.730386107757507,20.027901199130124
3097,8.875,4.913102657076151,ols,[ -5.11151174 -13.03390572],-5.111511735343887,-13.03390572499352
3098,8.875,4.493957955034175,ols,[-1.31146019 -6.65517408],-1.3114601860051667,-6.655174076782755
3099,8.875,68.16733983656984,ols,[  9.70678294 -10.18731938],9.706782943577883,-10.18731937691991
3100,8.875,7.283502496037501,ols,[ -2.35278768 -10.96494465],-2.352787676723374,-10.964944653758671
3101,8.875,67.63007292973629,ols,[11.55026959 -6.80005775],11.550269587376391,-6.800057754769885
3102,8.875,3.6223604983650968,ols,[-3.04917744 -1.19291974],-3.0491774393404207,-1.1929197383218324
3103,8.875,9.444826728037368,ols,[-8.7504621  -5.45895653],-8.7504620963736,-5.458956530302999
3104,9.0,4.054226852325291,ols,[-0.18264364 -4.43746755],-0.1826436424962155,-4.437467545693837
3105,9.0,3.9318887209435407,ols,[ 0.87875402 -2.45957265],0.8787540216670807,-2.459572648382257
3106,9.0,52.972924462476044,ols,[-13.48245989   1.32803528],-13.48245988631445,1.3280352762262566
3107,9.0,78.95551574127661,ols,[-8.72576234 13.79590614],-8.725762340202278,13.795906138699578
3108,9.0,4.4326303559654185,ols,[ 2.94168618 -0.25218478],2.941686179317391,-0.25218477627527064
3109,9.0,18.168796374638987,ols,[-7.31995675  0.98459549],-7.319956747698623,0.9845954911597027
3110,9.0,14.937062282727743,ols,[ 1.52229378 13.6858733 ],1.5222937785981465,13.68587330213508
3111,9.0,2.4457539496734557,ols,[2.23885487 5.35121119],2.238854868857204,5.3512111939631675
3112,9.0,128.25301903197018,ols,[-9.6343845  20.30324788],-9.634384500658157,20.303247877755236
3113,9.0,38.0029871049356,ols,[-5.13194563 10.38045487],-5.131945629761074,10.3804548736842
3114,9.0,2.4532487369449765,ols,[-1.34296324 -3.1595626 ],-1.342963241604031,-3.1595625975194017
3115,9.0,6.599976002435902,ols,[6.22086976 3.44022128],6.220869759305972,3.44022128489342
3116,9.0,3.5423731651530455,ols,[-5.38612382 -4.73578169],-5.386123820664213,-4.735781686399149
3117,9.0,28.609006419263423,ols,[15.67196796  8.87042312],15.671967956645233,8.870423120518932
3118,9.0,30.15200030411652,ols,[-9.65955473  1.06889891],-9.659554725512836,1.068898912184934
3119,9.0,2.469868889972674,ols,[-0.73403669  0.46884015],-0.7340366936700085,0.4688401451824207
3120,9.0,111.03384381056162,ols,[-11.29588866  14.8917028 ],-11.295888664774372,14.891702796699066
3121,9.0,81.61488502880299,ols,[-11.84827206   9.52256722],-11.848272060222625,9.522567221475342
3122,9.0,47.92609993534881,ols,[-9.24664813  6.69743691],-9.246648131489788,6.697436911652464
3123,9.0,82.31866582825673,ols,[-13.1335678    7.27317867],-13.133567801294483,7.2731786749039555
3124,9.0,2.60298953798017,ols,[-0.14989939  1.21692589],-0.14989939308534636,1.2169258920956885
3125,9.0,47.71690256980206,ols,[-7.05609795 10.0688122 ],-7.056097952476591,10.068812200473142
3126,9.0,33.420879737802665,ols,[13.44974765  3.81279608],13.449747649901637,3.8127960765086626
3127,9.0,3.052110556695505,ols,[-3.74442592 -8.72952127],-3.7444259235418547,-8.729521266631096
3128,9.0,37.27481061150489,ols,[  3.44208095 -12.90209454],3.442080953985049,-12.902094541071582
3129,9.0,3.493182951533265,ols,[5.65797609 5.73324617],5.657976087813671,5.733246169834937
3130,9.0,102.29361858152193,ols,[-8.17894055 18.46636675],-8.1789405469628,18.466366749435
3131,9.0,25.699586643039638,ols,[-6.96997706  4.27896584],-6.969977056930793,4.278965837281862
3132,9.0,10.594207338177036,ols,[ 4.64320903 -2.03650507],4.643209026777897,-2.036505069298189
3133,9.0,3.6383995898805255,ols,[ -5.70624124 -12.66580077],-5.706241242950802,-12.665800774679417
3134,9.0,5.418502479583039,ols,[5.08210971 2.42415768],5.082109710559902,2.4241576797140034
3135,9.0,43.32359640431474,ols,[-4.02786488 13.86718088],-4.027864876807483,13.867180876567765
3136,9.0,9.432026419336578,ols,[-4.71626389  0.90202787],-4.716263885641263,0.9020278731023711
3137,9.0,12.491946659309624,ols,[ 5.30301156 -1.79650125],5.303011559942904,-1.7965012509927345
3138,9.0,58.72503554932263,ols,[-20.24437031  -8.57174275],-20.24437030525494,-8.57174275330241
3139,9.0,17.32694999681794,ols,[15.77749135 12.92323395],15.777491347079383,12.923233951580162
3140,9.0,65.99951012874207,ols,[  8.57313702 -11.58533652],8.573137015139434,-11.585336519757131
3141,9.0,3.647543180377751,ols,[-2.95920775 -0.7672789 ],-2.9592077480604204,-0.7672788998523983
3142,9.0,13.81859066087131,ols,[11.36203263  7.31303653],11.362032633119007,7.313036532840529
3143,9.0,111.29404953467409,ols,[22.71683402  3.11588865],22.716834015980954,3.1158886529944834
3144,9.0,68.53870373006882,ols,[11.09126039 -7.97898284],11.091260392125434,-7.978982841350603
3145,9.0,27.509411682771177,ols,[14.64428082  7.2435712 ],14.644280815845026,7.243571199138556
3146,9.0,61.42182631681282,ols,[-13.43055758   2.72934672],-13.43055758145278,2.729346722174984
3147,9.0,23.750364888880007,ols,[  1.11508048 -12.95947251],1.115080484949294,-12.95947251169407
3148,9.0,89.37769468192441,ols,[-15.54914375   4.40855395],-15.54914375007207,4.408553953937922
3149,9.0,2.265452533308789,ols,[ -9.40910932 -14.71465399],-9.40910931845472,-14.714653988998268
3150,9.0,27.431087691694387,ols,[13.49354684  6.07400542],13.493546841388271,6.07400541664538
3151,9.0,6.633851795554246,ols,[4.92645887 1.37900932],4.9264588713238995,1.3790093219321213
3152,9.0,21.088089890197118,ols,[-7.63601235  1.37298768],-7.6360123499010495,1.3729876761494084
3153,9.0,2.4134267531710556,ols,[-1.09207858 -3.07639098],-1.092078581045269,-3.0763909808812344
3154,9.0,2.700416158675229,ols,[-0.22398243  1.64990822],-0.22398243374349122,1.6499082192531471
3155,9.0,2.297026547601885,ols,[1.80860689 1.78278157],1.808606894306742,1.7827815651058754
3156,9.0,10.21417389507217,ols,[ -4.73920692 -16.31423599],-4.73920691941747,-16.31423598731123
3157,9.0,3.57676943364221,ols,[-5.18391418 -4.33904854],-5.1839141794249715,-4.339048537442473
3158,9.0,2.371224533620366,ols,[-4.49978424 -5.44941796],-4.499784239819678,-5.44941796310021
3159,9.0,2.7654530761991336,ols,[-3.25153578 -2.97643126],-3.2515357757781853,-2.9764312586417927
3160,9.0,14.479307203017528,ols,[-4.14985972  4.49934991],-4.149859716724772,4.499349914973311
3161,9.0,2.6506440966045943,ols,[ -6.16081048 -11.72555617],-6.160810478243718,-11.725556167648875
3162,9.0,4.788326980066091,ols,[-1.55684798  2.52162759],-1.5568479838886173,2.5216275891721964
3163,9.0,3.8344550105808013,ols,[-2.16338244  0.60399483],-2.1633824428241466,0.6039948274134561
3164,9.0,5.510512970200563,ols,[8.45290755 7.54111432],8.45290754825631,7.541114320033044
3165,9.0,23.1298758940574,ols,[9.21021788 0.24258692],9.210217877365814,0.2425869165867978
3166,9.0,111.61443347400011,ols,[15.38330248 -8.29881004],15.383302479020239,-8.298810037549305
3167,9.0,17.07335693414057,ols,[-10.81753173  -5.10318429],-10.81753173338564,-5.103184289012833
3168,9.0,3.5041835796567495,ols,[-3.66474283 -2.19903079],-3.6647428302978065,-2.1990307923493284
3169,9.0,8.958075276651064,ols,[-2.91969528  3.42022   ],-2.919695277830004,3.4202200038292863
3170,9.0,62.99839881213624,ols,[17.67637202  3.6119782 ],17.676372023232158,3.6119782031965695
3171,9.0,101.32810493312738,ols,[-11.11609562  13.78001965],-11.116095621547984,13.78001965350762
3172,9.0,57.45129074558659,ols,[  0.04071287 -23.42904047],0.040712868187896545,-23.429040474293036
3173,9.0,2.4369475554536293,ols,[-0.76888597 -0.7577135 ],-0.7688859680575105,-0.7577134979206752
3174,9.0,11.443383891525912,ols,[-8.65669472 -4.21877679],-8.65669471949936,-4.218776794138266
3175,9.0,4.392489318695331,ols,[-0.87894682  3.00969345],-0.8789468160493545,3.009693450399351
3176,9.0,3.5804464497539876,ols,[5.59693831 4.71556641],5.596938311068487,4.7155664100205845
3177,9.0,55.57532815222645,ols,[  5.82760673 -13.70071575],5.827606734843146,-13.700715754849298
3178,9.0,11.259895355333056,ols,[-2.63595569  5.2065616 ],-2.6359556878425483,5.206561598226027
3179,9.0,47.47382876397295,ols,[-5.6873149 12.1014963],-5.6873149039414335,12.101496296214581
3180,9.0,5.800472381135984,ols,[ 3.37484649 11.34508618],3.3748464890714396,11.34508617549081
3181,9.0,13.567628471508543,ols,[-9.72284626e-03  1.04737247e+01],-0.009722846261568574,10.473724650947956
3182,9.0,52.09579377978255,ols,[-12.79730079   1.86355562],-12.79730078552005,1.8635556222860359
3183,9.0,7.436454931599009,ols,[11.22975292 10.79408311],11.229752920567899,10.794083109694615
3184,9.0,20.614164763787507,ols,[-0.9004892  12.10779904],-0.9004891983845064,12.10779903903803
3185,9.0,181.87012567358204,ols,[-23.28482436   5.35427903],-23.284824356184334,5.354279030798601
3186,9.0,8.180037552736444,ols,[ 3.67117103 13.56909899],3.6711710335835,13.569098989377212
3187,9.0,102.41669161596467,ols,[25.3794743   8.84315259],25.379474302270943,8.843152594870514
3188,9.0,49.12291397002629,ols,[  5.82909357 -12.41813174],5.829093572420762,-12.418131735106233
3189,9.0,52.7789948972422,ols,[16.03512734  2.86336834],16.03512733754345,2.8633683364893803
3190,9.0,81.52047485543292,ols,[14.75032559 -4.67375997],14.75032559049359,-4.673759974483776
3191,9.0,6.247407308951599,ols,[-2.01784025  3.26864739],-2.0178402479887163,3.2686473894331285
3192,9.0,12.84067940780801,ols,[-3.70918021  4.45182768],-3.7091802143738724,4.451827684334552
3193,9.0,9.362564725534563,ols,[-5.75493453 -0.84314144],-5.754934525715399,-0.8431414443170331
3194,9.0,4.79157019565912,ols,[-3.00076206  0.1701231 ],-3.0007620622237314,0.17012310351977802
3195,9.125,2.283747976960488,ols,[5.4649915  9.91839724],5.464991503067365,9.918397238811284
3196,9.125,3.8961936878049754,ols,[5.72307774 4.54908097],5.723077743257742,4.549080968516454
3197,9.125,91.60716604478381,ols,[ 10.81819303 -12.56328728],10.818193028132475,-12.56328727516689
3198,9.125,39.46896608104762,ols,[ 8.72948885 -5.42397249],8.729488845772774,-5.423972494255473
3199,9.125,22.1173034171018,ols,[ 3.97046403 -7.75512277],3.9704640332838292,-7.755122767183018
3200,9.125,3.421858065890754,ols,[1.86312716 6.6919719 ],1.8631271585719908,6.6919718990198
3201,9.125,4.843045671366815,ols,[-0.92259052 -6.68595541],-0.9225905155664778,-6.685955412129227
3202,9.125,48.82554874772324,ols,[-9.4136151   6.75718435],-9.413615099397484,6.757184346056716
3203,9.125,69.55470996854496,ols,[-12.00746176   6.72975233],-12.00746175948377,6.729752328154034
3204,9.125,2.4630299610651982,ols,[ -7.05547705 -12.99119803],-7.055477048582336,-12.991198025807927
3205,9.125,95.36548737800143,ols,[  7.77979316 -18.38057782],7.779793163035927,-18.380577816509675
3206,9.125,30.319471687670354,ols,[  4.03574859 -10.37191833],4.035748590192379,-10.371918325187991
3207,9.125,20.096094604493032,ols,[ 4.10985682 -6.7612184 ],4.109856818655626,-6.761218400379684
3208,9.125,2.682362925943903,ols,[-11.56956331 -16.33536277],-11.56956330944936,-16.335362769529127
3209,9.125,37.36152824477866,ols,[  4.66581128 -11.30087311],4.665811275037089,-11.3008731076586
3210,9.125,58.80828028647085,ols,[  6.55672674 -13.29212399],6.556726740595266,-13.292123993685955
3211,9.125,38.895099791702,ols,[-15.17831694  -4.97186848],-15.178316938250319,-4.971868478857108
3212,9.125,38.88517180149442,ols,[-15.25601454  -5.20887882],-15.256014536406918,-5.208878816433097
3213,9.125,57.309057365572926,ols,[-12.27622849   4.10404764],-12.276228485046063,4.104047635971048
3214,9.125,20.225795955839168,ols,[-0.49446583 12.6153045 ],-0.49446583219654483,12.61530449745997
3215,9.125,19.446806140256257,ols,[ 3.18109965 -7.90302589],3.1810996496269777,-7.903025891979287
3216,9.125,13.374688166750566,ols,[9.25873213 4.33687882],9.258732126372754,4.3368788161889515
3217,9.125,22.424433943431946,ols,[  1.51479402 -11.74582323],1.5147940157867077,-11.745823234549604
3218,9.125,20.50765121219394,ols,[-0.4942071  12.74792283],-0.49420710290483705,12.747922832129035
3219,9.125,23.030476090074767,ols,[14.93793669  9.27570128],14.937936685398418,9.275701284414515
3220,9.125,21.78984663013936,ols,[-8.25645161  0.72885527],-8.25645161287754,0.7288552704429655
3221,9.125,2.5684101348862156,ols,[4.96951176 6.02384658],4.969511760758873,6.023846577317909
3222,9.125,6.9115831288172105,ols,[-6.71984892 -3.8447198 ],-6.719848917103556,-3.8447197984563695
3223,9.125,5.507534736851192,ols,[6.96813492 5.21320509],6.96813492446541,5.213205087635911
3224,9.125,12.11434848203077,ols,[ 3.19175974 -4.67091033],3.1917597396322246,-4.670910331627169
3225,9.125,5.31043210087316,ols,[-0.45613901 -6.26404621],-0.45613901008111124,-6.264046205503448
3226,9.125,109.84507493711817,ols,[-24.6087841   -6.71094052],-24.608784101986288,-6.710940521939736
3227,9.125,58.486317913719716,ols,[19.89033196  7.93145156],19.89033196068115,7.931451563452182
3228,9.125,25.37757010030004,ols,[-10.87435294  -2.16088861],-10.87435293738935,-2.1608886127042806
3229,9.125,3.3766710131697577,ols,[6.01288558 6.33069953],6.0128855772632175,6.330699525448784
3230,9.125,5.142752248634735,ols,[-1.80709472 -8.34697527],-1.8070947190503976,-8.346975268396879
3231,9.125,4.046176751256073,ols,[1.80447462 7.24434925],1.8044746171533037,7.24434925160421
3232,9.125,3.1471983799178833,ols,[-5.40591898 -5.51975079],-5.405918977308513,-5.519750791929038
3233,9.125,38.9010575866609,ols,[-10.9880059    1.80984173],-10.98800589827172,1.8098417306497645
3234,9.125,2.7687097897250044,ols,[2.96472439 7.23476134],2.9647243864452797,7.234761340724906
3235,9.125,6.145134528777982,ols,[ 5.35337802 14.7303379 ],5.3533780199065255,14.73033789672474
3236,9.125,2.2371308775067162,ols,[2.21693927 2.98789913],2.216939274164737,2.9878991326245643
3237,9.125,5.7603295744577565,ols,[0.91058652 6.92574067],0.9105865230525815,6.925740673821877
3238,9.125,35.953106316661,ols,[ 9.85287827 -2.62989684],9.852878270423767,-2.629896836650212
3239,9.125,194.32087167517867,ols,[-21.24076912   9.87395313],-21.24076911990127,9.873953132324871
3240,9.125,11.485977799065571,ols,[-6.92018543 -1.15495714],-6.920185433573505,-1.1549571399812892
3241,9.125,26.444839078271727,ols,[-18.60705135 -14.24655827],-18.60705134547509,-14.24655827279761
3242,9.125,183.29930827885977,ols,[23.2198856  -5.64326423],23.219885603196175,-5.643264233672522
3243,9.125,93.04294777842378,ols,[-13.11679252   9.23690802],-13.116792521298983,9.236908015862547
3244,9.125,20.233762005024047,ols,[-11.86163003  -5.48200194],-11.861630027952174,-5.4820019447621755
3245,9.125,17.36456840436759,ols,[-7.91826307 -0.50284977],-7.918263066292107,-0.5028497710353614
3246,9.125,13.015349516739619,ols,[ 0.58674931 -9.38793222],0.586749307992338,-9.38793222102906
3247,9.125,46.83738351016577,ols,[-15.25289363  -3.1187216 ],-15.252893626582402,-3.1187216020855706
