,Strength,MSE,Method,A,A0,A1
42,1.0,3.327470796255515,ols,[-2.22209312 -0.18632556],-2.222093123710309,-0.1863255621915274
43,1.0,2.969546200373975,ols,[ 1.11953989 -1.10824376],1.1195398868419884,-1.1082437646244543
44,1.0,2.24193204247899,ols,[ 0.03923572 -0.03746472],0.03923571539404236,-0.037464717323594084
45,1.125,2.1374853387651602,ols,[0.68390361 0.64388143],0.683903613920422,0.6438814344682882
46,1.125,2.4059519188439826,ols,[-0.45122665  0.77414841],-0.45122665306140264,0.7741484093114835
47,1.125,2.294653598489079,ols,[-0.87616164 -1.67846443],-0.876161639570648,-1.6784644268906783
48,1.125,3.578086407798017,ols,[ 0.98117147 -2.09771968],0.9811714701513936,-2.0977196795137676
49,1.125,2.125233005536692,ols,[-0.55767825 -1.27703588],-0.557678248144666,-1.2770358813840859
50,1.125,2.8381064862901146,ols,[ 1.02168685 -1.31933634],1.0216868497036597,-1.3193363435011602
51,1.125,3.539733351883205,ols,[ 0.71851582 -2.05472128],0.7185158188835977,-2.054721280147699
52,1.125,2.379164222481809,ols,[-0.16068472 -0.78415026],-0.16068472400818867,-0.7841502616128175
53,1.125,2.188784254832613,ols,[-0.84275599 -1.66440936],-0.8427559945585743,-1.664409364519561
54,1.125,3.032880703293582,ols,[-1.02160202  0.6207503 ],-1.0216020191903081,0.6207503012959206
55,1.25,4.0823958995039495,ols,[-1.65460666  1.71215464],-1.6546066595919096,1.7121546407154977
56,1.25,2.751153826354553,ols,[1.44759224 0.09980431],1.4475922383367734,0.09980431339962846
57,1.25,3.3830183466398402,ols,[2.56049    0.42191458],2.560489996020116,0.42191457933017484
58,1.25,3.850289162296795,ols,[ 1.45052312 -1.71826535],1.4505231162518486,-1.7182653501692942
59,1.25,2.267022979087162,ols,[0.81557683 0.67300522],0.8155768296231501,0.673005216555802
60,1.25,2.322314116686007,ols,[-1.11579112 -1.61714429],-1.1157911191559735,-1.617144287274019
61,1.25,2.423442690572203,ols,[ 0.87382182 -0.69363381],0.8738218213883191,-0.6936338134203495
62,1.25,5.702868757996588,ols,[-2.64016189  1.78871373],-2.640161890104404,1.7887137312818338
63,1.25,2.40124991191056,ols,[1.82491209 1.57796964],1.8249120919363975,1.5779696447453748
64,1.25,2.852096733735134,ols,[-1.48487467  0.39506359],-1.4848746708666143,0.3950635909677786
65,1.25,2.8167950551010956,ols,[0.03388765 2.64038381],0.033887650790314,2.640383807527305
66,1.375,2.5391528573942206,ols,[-0.17950504 -2.32900103],-0.17950503768581325,-2.329001029119881
67,1.375,2.391324661931549,ols,[1.00018821 0.64387019],1.0001882122244896,0.6438701937423128
68,1.375,2.4395844675550116,ols,[-0.48197827  0.77101752],-0.48197827173310015,0.7710175218849382
69,1.375,2.4590711266174967,ols,[-1.00367957 -0.20357549],-1.0036795670965757,-0.20357548763864458
70,1.375,2.547381012404167,ols,[ 0.37669896 -1.01081949],0.3766989615924074,-1.010819488643811
71,1.375,3.3311766166557137,ols,[-0.03343541 -3.69292149],-0.03343541365947087,-3.692921492046902
72,1.375,2.108487877425723,ols,[0.04247777 0.24625749],0.04247777156347224,0.24625749020685617
73,1.375,4.150939449149311,ols,[-2.41653636  0.24479255],-2.416536363374782,0.2447925510880125
74,1.375,2.1678814197317413,ols,[0.59250521 0.28382787],0.5925052106828381,0.2838278681650466
75,1.375,2.4018055478642735,ols,[-1.80562313 -2.05340263],-1.8056231266333278,-2.053402629265871
76,1.375,2.757912645384963,ols,[-0.86494341  0.53467832],-0.8649434061328847,0.5346783228481559
77,1.375,3.5771261472502056,ols,[ 0.51715627 -2.72952007],0.5171562654301806,-2.729520073965225
78,1.5,2.695069243215411,ols,[ 0.01218    -2.37756339],0.012179997441187076,-2.3775633898484334
79,1.5,2.26008608817917,ols,[0.35665491 1.6578295 ],0.3566549143012096,1.6578295041970128
80,1.5,6.545149245803521,ols,[ 2.77067245 -2.09441814],2.770672445721024,-2.0944181383047757
81,1.5,2.5083341569164146,ols,[-1.01353988 -0.05763569],-1.013539880873127,-0.05763569374847839
82,1.5,2.596663202054047,ols,[ 0.83573066 -0.45755053],0.8357306550668926,-0.457550532912106
83,1.5,2.630644376488154,ols,[0.04171073 2.33585069],0.04171073389317822,2.3358506923634543
84,1.5,3.327042094946195,ols,[-1.01445661  1.76855448],-1.0144566094894039,1.7685544842169065
85,1.5,5.912172824705892,ols,[ 2.43692417 -2.03186873],2.436924167596037,-2.0318687283376846
86,1.5,2.225562646454272,ols,[0.91224912 0.91179088],0.9122491170824787,0.9117908803766799
87,1.5,2.5073354088595288,ols,[1.39771422 0.56992502],1.3977142172281434,0.5699250175727429
88,1.5,2.426167771306101,ols,[-0.71421415 -0.20410257],-0.7142141500649383,-0.2041025718657859
89,1.5,3.193284513334883,ols,[ 1.14897235 -1.44288087],1.1489723457492982,-1.442880865710387
90,1.5,4.180056450041922,ols,[-1.41539104  2.04617233],-1.4153910414195259,2.046172326171149
91,1.625,2.6030245366817075,ols,[2.84715148 2.18200528],2.847151475709983,2.182005277405854
92,1.625,2.3202650933824427,ols,[0.64015526 0.14172025],0.6401552629704463,0.14172024772384345
93,1.625,2.2927941655612685,ols,[-1.36026004 -0.87086594],-1.3602600412973196,-0.8708659381692735
94,1.625,2.0691185844970756,ols,[-0.25464134 -0.2249581 ],-0.2546413383661452,-0.2249581034363462
95,1.625,3.0465227224210483,ols,[-1.53223818  0.88293523],-1.5322381831439924,0.8829352339174885
96,1.625,3.0238883355971264,ols,[-1.95130071 -0.39843613],-1.9513007131168152,-0.3984361283946434
97,1.625,3.72230196501424,ols,[-1.94054499  1.18894957],-1.9405449890529272,1.1889495666351493
98,1.625,7.570243290878464,ols,[ 4.16035989 -0.32686445],4.160359894313102,-0.32686445215253307
99,1.625,3.0385449648411784,ols,[-1.20416873  1.3477876 ],-1.2041687292991263,1.3477875994094966
100,1.625,2.464797339723708,ols,[-1.48286209 -1.34802916],-1.4828620924781766,-1.3480291627231509
101,1.625,2.638473380896158,ols,[-1.98378492 -1.28449309],-1.9837849240647953,-1.2844930937742247
102,1.625,2.89445497517739,ols,[ 1.46856187 -0.2647183 ],1.4685618660232087,-0.26471830444788563
103,1.625,3.47060991507383,ols,[-1.84629269  0.61988349],-1.8462926867684515,0.6198834859420354
104,1.625,2.396244352075544,ols,[ 0.55309922 -0.01337233],0.5530992179113869,-0.013372327976664548
105,1.625,2.3370451905325536,ols,[-0.05555583  0.82450959],-0.055555830983643834,0.8245095905728201
106,1.75,3.917106374038889,ols,[-0.98573538  2.54716771],-0.9857353771719133,2.5471677114693523
107,1.75,3.403972533221322,ols,[ 1.2893189  -1.56288002],1.289318900843823,-1.5628800202144557
108,1.75,3.2404948704300205,ols,[2.25754   0.6223604],2.2575400014724196,0.6223604021714297
109,1.75,2.49470187567658,ols,[ 0.12853882 -1.2792956 ],0.12853882345443587,-1.2792956008685705
110,1.75,3.256306181385351,ols,[-1.27674915  1.27405322],-1.2767491511207276,1.2740532240004385
111,1.75,2.663486734845171,ols,[-1.92685468 -1.15089823],-1.9268546814129215,-1.1508982291353578
112,1.75,5.8854630842418825,ols,[-2.4277946   2.19307911],-2.427794595236779,2.1930791076365383
113,1.75,4.0354203922261505,ols,[ 0.64717004 -3.06025633],0.64717004005954,-3.0602563297469816
114,1.75,2.606247406921143,ols,[ 0.69244805 -0.88439961],0.6924480469890898,-0.8843996144068251
115,1.75,2.1983368886154215,ols,[-1.09771703 -1.9628877 ],-1.0977170271093162,-1.9628877049994418
116,1.75,4.410739392491216,ols,[-1.68332763  1.85443925],-1.6833276325755169,1.8544392546325696
117,1.75,2.4812793820870436,ols,[ 0.64889919 -0.65337049],0.6488991875835396,-0.6533704884252135
118,1.75,3.820089547855186,ols,[ 2.27625972 -0.35009254],2.276259715582286,-0.3500925369696379
119,1.75,5.740097074452529,ols,[3.97089993 0.37189816],3.9708999289201463,0.37189815546243243
120,1.75,2.5089884807276066,ols,[ 0.28100979 -1.68909674],0.28100978678106164,-1.6890967373992325
121,1.75,4.319608662783566,ols,[-1.98589472  1.70990715],-1.985894724382328,1.7099071544822468
122,1.875,2.4326117368823423,ols,[0.31442971 1.8508556 ],0.31442971240665546,1.8508556028487073
123,1.875,3.297455477903237,ols,[-2.58606619 -0.76201836],-2.5860661862037144,-0.7620183626826122
124,1.875,2.5194971743723187,ols,[ 1.23907555 -0.35192718],1.2390755533651783,-0.35192718462511996
125,1.875,2.1996937228501086,ols,[ 0.31240341 -0.37413947],0.31240340558999014,-0.37413946959689887
126,1.875,2.555784951286952,ols,[-0.36153007  1.42475222],-0.36153007177813884,1.4247522162744404
127,1.875,2.2415922143948293,ols,[-1.30883891 -0.70151074],-1.3088389072425626,-0.7015107403476863
128,1.875,2.608124585878845,ols,[ 0.3972051  -1.54657473],0.39720510143794907,-1.5465747348928331
129,1.875,2.2491249168265783,ols,[0.63038008 2.56111758],0.6303800769062483,2.5611175831326993
130,1.875,2.5551641717294933,ols,[ 0.54846963 -1.04391714],0.5484696302625313,-1.043917142510328
131,1.875,2.211662430496095,ols,[0.44850141 0.78670743],0.4485014100861862,0.7867074308798222
132,1.875,3.1846802903915967,ols,[0.20366964 3.29915254],0.20366964314342645,3.299152543570894
133,1.875,2.3865723759846342,ols,[-1.03915596 -2.85058013],-1.0391559593074213,-2.850580130987574
134,1.875,2.3838737894166533,ols,[ 0.0899805  -0.54631449],0.08998049617607057,-0.5463144853108307
135,1.875,3.922300342178101,ols,[3.09495343 1.15374334],3.0949534333623663,1.153743336872924
136,1.875,2.2738190206351545,ols,[0.31555587 1.12621462],0.3155558727317147,1.126214618730238
137,1.875,2.249290244166161,ols,[0.36340421 1.66011152],0.3634042132918126,1.660111524965253
138,1.875,3.6106390303376004,ols,[-2.61267985 -0.76182198],-2.6126798522981187,-0.7618219768451304
139,2.0,2.9073486762325724,ols,[ 0.63789194 -1.81624198],0.6378919384130813,-1.816241983731881
140,2.0,4.104080073666951,ols,[ 1.11110239 -2.35764669],1.111102385994952,-2.357646689954363
141,2.0,7.834985859322884,ols,[-3.9639483   1.35735187],-3.963948298030803,1.3573518743153512
142,2.0,3.4272037037203846,ols,[ 0.45178337 -2.78632612],0.4517833690109735,-2.786326115869496
143,2.0,2.3270546685645113,ols,[1.58469037 0.79566648],1.5846903693799956,0.795666475141186
144,2.0,10.040214849468489,ols,[-5.65916665 -0.31313647],-5.6591666526015,-0.313136466035447
145,2.0,2.1056607838311807,ols,[0.53380222 0.83368641],0.5338022179571279,0.8336864138486001
146,2.0,2.4882804441441393,ols,[1.25734217 3.84919481],1.257342168507803,3.8491948068833315
147,2.0,2.8466024043407696,ols,[ 0.0690056  -2.38019626],0.06900559934801054,-2.380196264231969
148,2.0,2.3999489154312554,ols,[1.79003698 3.20772901],1.7900369783569623,3.207729009060159
149,2.0,4.6719468919179805,ols,[-3.35630051 -0.25856702],-3.3563005069033136,-0.2585670243856429
150,2.0,3.6012266318444346,ols,[ 1.54498933 -1.11785055],1.5449893264372567,-1.1178505536041652
151,2.0,6.666139888035067,ols,[ 2.99135129 -1.96729577],2.9913512923996097,-1.9672957691895996
152,2.0,2.7656928842584683,ols,[0.07627485 2.23920621],0.07627484919752991,2.239206205779357
153,2.0,2.7263141852323765,ols,[-2.58674925 -2.03463314],-2.586749245421319,-2.034633140521706
154,2.0,2.2345613004476617,ols,[-0.82573121 -2.04015865],-0.8257312122444057,-2.0401586522113955
155,2.0,5.6588080338790325,ols,[-3.40118962  0.49464845],-3.401189618141771,0.4946484466682905
156,2.0,2.4548922205666206,ols,[-0.72632746 -2.1384539 ],-0.7263274617557198,-2.1384539012614474
157,2.125,3.1124437459426777,ols,[ 0.70494942 -1.64381242],0.7049494182714873,-1.6438124239011023
158,2.125,3.1453979475534566,ols,[ 1.62377558 -0.57906791],1.6237755819084656,-0.579067910592805
159,2.125,2.6649094647344373,ols,[-1.88618078 -1.22479904],-1.8861807813561313,-1.2247990395125128
160,2.125,3.7374748173977634,ols,[ 2.20084179 -0.62534825],2.2008417865121404,-0.6253482528807655
161,2.125,2.121739558226778,ols,[0.46654159 0.73702058],0.4665415853265086,0.737020582670034
162,2.125,6.776347507913786,ols,[-3.56347224  0.97871694],-3.5634722394901264,0.9787169449944215
163,2.125,3.852952047618177,ols,[-0.84988902  2.52667234],-0.849889023513507,2.5266723375164797
164,2.125,3.1306140334717734,ols,[2.18782885 0.86371992],2.187828848556681,0.8637199181686364
165,2.125,2.201203310316862,ols,[-1.34548823 -0.9670802 ],-1.3454882317913999,-0.9670802030449608
166,2.125,2.7418425731374696,ols,[ 1.54247018 -0.0610787 ],1.5424701763419078,-0.061078699164364064
167,2.125,4.339491264056337,ols,[ 0.97210199 -2.91349066],0.972101989958761,-2.9134906608438627
168,2.125,3.6733267290616625,ols,[-3.19777936 -1.16368553],-3.1977793553804594,-1.1636855265337136
169,2.125,2.669530965271489,ols,[-1.22470163  0.34021807],-1.2247016323299684,0.3402180678722553
170,2.125,3.7312190734381008,ols,[ 1.49568619 -1.46944985],1.495686190802037,-1.4694498478533784
171,2.125,2.3279613760408004,ols,[1.47021125 0.53920617],1.4702112540545968,0.5392061698514674
172,2.125,2.6152301237765028,ols,[ 0.64652166 -1.15860528],0.6465216635251216,-1.158605279826264
173,2.125,2.4392202685202333,ols,[2.15789167 2.13216457],2.1578916732869726,2.132164565854545
174,2.125,3.2085291434273815,ols,[-2.61697758 -1.22068682],-2.6169775830582536,-1.2206868208713013
175,2.125,9.505383174166003,ols,[-5.98547975 -1.01065496],-5.9854797487448534,-1.0106549633870383
176,2.25,2.790416545079805,ols,[3.79376825 3.68923691],3.793768246733857,3.6892369083096117
177,2.25,2.3536668962409437,ols,[-2.4709219  -2.99971092],-2.4709218956428654,-2.9997109176259396
178,2.25,2.5013812842969254,ols,[-0.1212725   1.79774997],-0.12127250264110495,1.7977499736033078
179,2.25,2.320454058181025,ols,[-0.57573663 -0.0446539 ],-0.5757366288475793,-0.04465390145104489
180,2.25,4.484684248890116,ols,[-4.04214345 -1.36125833],-4.042143454858073,-1.361258328102889
181,2.25,2.236644094488071,ols,[1.1045689 1.7150678],1.1045688950749242,1.715067802392431
182,2.25,2.062153486371933,ols,[-0.67365226 -0.99780166],-0.6736522560904319,-0.9978016593692037
183,2.25,2.1531897645946882,ols,[-0.95399718 -1.36941128],-0.9539971807387753,-1.369411275623928
184,2.25,2.675074619652028,ols,[-1.3829115  -0.75082039],-1.3829115043540412,-0.7508203911551454
185,2.25,2.6953598618925776,ols,[-0.23805356 -2.81216246],-0.23805355985409352,-2.8121624604679853
186,2.25,3.018121985826007,ols,[-1.94681917 -0.12374327],-1.9468191710130385,-0.12374327021513037
187,2.25,7.513096444849098,ols,[-4.58370166 -0.10532423],-4.58370165921034,-0.10532423400997128
188,2.25,2.1943020299758738,ols,[0.87395559 1.93500754],0.8739555925254106,1.9350075441157175
189,2.25,3.1583569941664074,ols,[-2.06610601 -0.1926074 ],-2.0661060074717463,-0.19260739586026002
190,2.25,2.1638364163030572,ols,[0.94385691 2.13759689],0.943856906843706,2.1375968923775623
191,2.25,2.9526749789246174,ols,[ 1.00160637 -1.03962779],1.0016063650563474,-1.0396277913295946
192,2.25,3.2525823854693665,ols,[0.92403507 4.75495807],0.9240350662677456,4.754958070552189
193,2.25,3.6440288398327376,ols,[2.4314662  0.27641908],2.4314662039043053,0.27641908231137
194,2.25,4.416284216182999,ols,[ 1.56592328 -2.40593792],1.5659232805152883,-2.405937921530904
195,2.25,2.6668204523094654,ols,[1.97692963 0.85773389],1.9769296274214834,0.8577338928207847
196,2.375,4.664120914655112,ols,[ 2.50712756 -1.1385552 ],2.507127561911366,-1.138555195275814
197,2.375,2.305297065217713,ols,[-2.40565498 -2.66540499],-2.4056549825961944,-2.6654049905133257
198,2.375,2.4991079267089353,ols,[1.82227491 2.20858093],1.8222749137525895,2.2085809285386464
199,2.375,9.407939447969778,ols,[ 2.03954107 -5.32774051],2.039541069259754,-5.3277405059165
200,2.375,2.947818666212364,ols,[1.30496757 4.47999213],1.3049675689173792,4.479992134684782
201,2.375,2.9298267831633193,ols,[ 0.14896148 -2.67235977],0.14896148112505905,-2.672359766333806
202,2.375,2.8916337074005134,ols,[-0.68334325  1.19608407],-0.6833432515438876,1.1960840706801263
203,2.375,2.2648975734404497,ols,[1.06720089 1.36149163],1.0672008934576165,1.3614916285828638
204,2.375,2.2961888619070274,ols,[-1.11174477 -2.46674792],-1.1117447692904197,-2.4667479223566136
205,2.375,4.680474593983215,ols,[-2.35041857  1.11736769],-2.3504185660274244,1.1173676940040833
206,2.375,5.947371244804292,ols,[ 3.53098273 -0.42918795],3.530982731008969,-0.42918794519054404
207,2.375,2.152888304111931,ols,[-1.25606051 -1.01872765],-1.2560605079048943,-1.0187276522769335
208,2.375,5.563001603815998,ols,[4.27342331 1.11534963],4.273423306879595,1.1153496315898932
209,2.375,8.441893867555983,ols,[ 0.44757487 -6.83259088],0.4475748698999819,-6.832590882770404
210,2.375,3.731707577896093,ols,[ 1.45336408 -1.51970214],1.4533640836400084,-1.5197021370735986
211,2.375,2.3621927957744786,ols,[-0.94926874 -0.31103786],-0.9492687370758695,-0.3110378574139288
212,2.375,4.312314838702571,ols,[ 1.70736067 -2.16412812],1.707360674279488,-2.164128120220407
213,2.375,6.538822034735518,ols,[-0.70159813  5.61374632],-0.701598134745527,5.6137463171116835
214,2.375,2.306043469103695,ols,[-1.0380243 -0.5516644],-1.0380242993537059,-0.5516644025818114
215,2.375,3.2238875481691602,ols,[-2.20560692 -0.13899321],-2.2056069249889556,-0.13899321106986132
216,2.375,6.554562207864911,ols,[ 3.1060509  -1.67548248],3.106050898313328,-1.6754824766793022
217,2.375,4.2202053198974365,ols,[ 2.75225587 -0.1311248 ],2.7522558708570304,-0.13112480306305904
218,2.5,7.793204084483312,ols,[ 3.30299284 -2.02097371],3.302992844142973,-2.020973705984604
219,2.5,3.838021651144762,ols,[-0.14164149  4.12754966],-0.14164149384891,4.127549663058183
220,2.5,3.303961975757779,ols,[3.34039297 2.02361787],3.340392969851973,2.0236178687787723
221,2.5,2.2429299409283234,ols,[-1.97379192 -3.37287385],-1.9737919194222244,-3.3728738505690883
222,2.5,2.322924839418216,ols,[-0.10531967 -1.54692089],-0.1053196678993367,-1.5469208938272083
223,2.5,2.7967279584221396,ols,[-0.47570595  1.56575518],-0.47570594578974157,1.565755181618338
224,2.5,8.461153689164075,ols,[ 4.51991902 -0.72394865],4.519919024400146,-0.7239486505436339
225,2.5,3.2507229130762942,ols,[-3.85189217 -2.9900105 ],-3.8518921745624923,-2.9900104950104494
226,2.5,3.8586706857318624,ols,[ 1.10077769 -2.37761837],1.100777690361856,-2.377618366330881
227,2.5,9.798773693150018,ols,[ 1.91032737 -5.6668289 ],1.9103273740480695,-5.666828903834427
228,2.5,3.7324126268637245,ols,[-3.02072237 -0.65773664],-3.02072236703016,-0.6577366427821695
229,2.5,2.196698995548958,ols,[-1.45301651 -2.9242054 ],-1.4530165133226376,-2.924205404257983
230,2.5,3.013487940677919,ols,[ 1.37130431 -0.82147274],1.3713043064951491,-0.8214727408871234
231,2.5,4.453620108121939,ols,[-0.19035792 -5.07327368],-0.1903579222368791,-5.073273683284651
232,2.5,2.193480816741533,ols,[0.69636486 2.04355741],0.696364857196205,2.043557412894529
233,2.5,2.523139899802011,ols,[2.57210151 1.94501495],2.5721015059406778,1.9450149463768498
234,2.5,2.54016068926738,ols,[-1.34673425 -0.61311602],-1.3467342546504444,-0.6131160152908101
235,2.5,2.877224401255459,ols,[ 0.93379226 -0.78861419],0.9337922625982424,-0.7886141868591002
236,2.5,4.891076844197047,ols,[3.92072844 1.18756165],3.9207284371673072,1.187561652562027
237,2.5,5.918463709195841,ols,[-3.37957141  0.64140694],-3.3795714050720886,0.6414069397432132
238,2.5,2.2664630312346064,ols,[1.12923538 0.84981134],1.1292353808168976,0.8498113411586072
239,2.5,2.2951295230943276,ols,[-2.30396461 -4.54061995],-2.303964613673697,-4.540619952167847
240,2.5,2.630621657108035,ols,[-0.71272299  0.68830625],-0.7127229885035025,0.6883062503478943
241,2.625,2.706776378326041,ols,[-1.02847846  0.83392963],-1.0284784637697342,0.8339296332886101
242,2.625,2.378563542653627,ols,[-0.22455065 -1.27239512],-0.22455065290368098,-1.2723951178495287
243,2.625,2.268087014636372,ols,[-1.55653576 -3.54332692],-1.5565357577215981,-3.543326918720117
244,2.625,7.5053488858607835,ols,[5.54678535 1.85144397],5.546785345432926,1.8514439735548212
245,2.625,4.273060757675988,ols,[ 1.88644575 -1.77618975],1.886445747111859,-1.776189753948454
246,2.625,8.800062912542828,ols,[6.04895428 1.35777124],6.048954282675846,1.357771239114884
247,2.625,3.2255740576147374,ols,[-1.76077247 -6.36313181],-1.760772468893401,-6.363131806344687
248,2.625,8.87827085737909,ols,[ 2.96557462 -3.24847947],2.9655746171063897,-3.248479474858548
249,2.625,6.9096486700095285,ols,[ 1.41666409 -4.55699895],1.4166640933117225,-4.5569989471207455
250,2.625,3.610484292917037,ols,[ 1.88493605 -0.81223382],1.8849360458314994,-0.8122338242475309
251,2.625,7.2304946943945945,ols,[-2.12917047  3.71684169],-2.1291704745772493,3.716841691569351
252,2.625,2.3831510366537723,ols,[ 0.83973696 -0.44637435],0.8397369647566222,-0.446374346205799
253,2.625,6.99789931458259,ols,[ 2.61252471 -2.69339415],2.612524712423597,-2.6933941514474204
254,2.625,2.6964133263111227,ols,[-0.83347517  0.85839597],-0.8334751673694218,0.8583959714821036
255,2.625,5.5627575161530105,ols,[-2.33013776  2.00204538],-2.3301377585835494,2.002045384797512
256,2.625,2.316681129040736,ols,[-2.02300353 -2.3818873 ],-2.023003531399887,-2.3818873003045744
257,2.625,2.4083711871952165,ols,[-0.63859316  0.63461433],-0.63859316366548,0.6346143302789097
258,2.625,16.467250515588443,ols,[-3.82877026  5.77902891],-3.828770256133188,5.779028905078462
259,2.625,2.395195822805908,ols,[-0.43912367  1.15594782],-0.43912367428295307,1.1559478213912264
260,2.625,12.179022831226751,ols,[ 2.53304692 -5.84161137],2.5330469227005317,-5.841611370105093
261,2.625,5.520828048511953,ols,[-3.19868986  0.36892248],-3.198689863801286,0.36892247662041916
262,2.625,3.5738466190147276,ols,[-1.80590647  0.77789076],-1.8059064663146698,0.7778907638175798
263,2.625,12.494192717339473,ols,[ 4.74131645 -2.52129614],4.741316447197693,-2.5212961364571225
264,2.625,2.777319811906106,ols,[-1.42813487  0.05532571],-1.428134870909776,0.05532570589405889
265,2.75,3.4508767163225467,ols,[-0.48941544 -3.79154524],-0.48941544394605185,-3.7915452449631104
266,2.75,3.171657649431023,ols,[ 0.75089809 -1.91415231],0.7508980880390471,-1.914152311120494
267,2.75,2.3447226970904143,ols,[-1.02888906 -1.64044817],-1.0288890586258714,-1.6404481675958769
268,2.75,3.2145086401719714,ols,[ 0.72005398 -1.88112805],0.7200539824557165,-1.881128045232796
269,2.75,2.2755821134921463,ols,[-1.27686765 -2.09387641],-1.276867650918504,-2.0938764139718384
270,2.75,2.142665553242702,ols,[1.23690123 1.0260422 ],1.2369012324508784,1.0260422027337288
271,2.75,5.705596646217429,ols,[5.31055241 2.59971152],5.310552414386796,2.599711524331788
272,2.75,4.254538756874892,ols,[ 2.13625242 -0.87217362],2.1362524180697866,-0.8721736172084189
273,2.75,2.706795774727325,ols,[-2.22779441 -1.70692561],-2.227794414949418,-1.7069256115866323
